,created_at,id,id_str,text,truncated,entities,metadata,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,retweeted_status,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,possibly_sensitive,quoted_status_id,quoted_status_id_str,quoted_status,extended_entities
0,Sun Mar 13 22:37:31 +0000 2022,1503138212692344832,1503138212692344832,"RT @SixandLaura: Detection of a Novel &amp; Highly Divergent Coronavirus from Asian Leopard Cats &amp; Chinese Ferret Badgers in Southern China

4/…",False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SixandLaura', 'name': 'Laura Henderson', 'id': 778229339557076992, 'id_str': '778229339557076992', 'indices': [3, 15]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 61953062, 'id_str': '61953062', 'name': 'M', 'screen_name': 'Mud1976', 'location': '', 'description': '“None are more hopelessly enslaved than those who falsely believe they are free.”Johann Wolfgang von Goethe', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 121, 'friends_count': 337, 'listed_count': 33, 'created_at': 'Sat Aug 01 03:42:46 +0000 2009', 'favourites_count': 18457, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 46537, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '022330', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme15/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme15/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1281406378498764802/idQdZyS3_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1281406378498764802/idQdZyS3_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/61953062/1594346064', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'A8C7F7', 'profile_sidebar_fill_color': 'C0DFEC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,"{'created_at': 'Sun Mar 13 12:01:56 +0000 2022', 'id': 1502978261504176132, 'id_str': '1502978261504176132', 'text': 'Detection of a Novel &amp; Highly Divergent Coronavirus from Asian Leopard Cats &amp; Chinese Ferret Badgers in Southern Ch… https://t.co/1Tlsy9TjoU', 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/1Tlsy9TjoU', 'expanded_url': 'https://twitter.com/i/web/status/1502978261504176132', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [125, 148]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 778229339557076992, 'id_str': '778229339557076992', 'name': 'Laura Henderson', 'screen_name': 'SixandLaura', 'location': '', 'description': '#historical_precedent #SARSCoV2_timeline #mystery_illness #syndrome_X #evali_investigation #pandemic_dynamics #pandemic_psychology #NorthAmericanMERS ?', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 2436, 'friends_count': 5001, 'listed_count': 25, 'created_at': 'Tue Sep 20 13:48:28 +0000 2016', 'favourites_count': 49027, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 48681, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1501863239906471939/KtFBwPq4_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1501863239906471939/KtFBwPq4_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/778229339557076992/1605885710', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 2, 'favorite_count': 1, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",False,2,0,False,False,en,,,,,
1,Sun Mar 13 22:36:52 +0000 2022,1503138051052253190,1503138051052253190,"RT @IranNewsUpdate1: #IranProtests
#Tehran, #Iran's capital—contract medical staff rally outside the Parliament [Majlis], protesting offici…",False,"{'hashtags': [{'text': 'IranProtests', 'indices': [21, 34]}, {'text': 'Tehran', 'indices': [35, 42]}, {'text': 'Iran', 'indices': [44, 49]}], 'symbols': [], 'user_mentions': [{'screen_name': 'IranNewsUpdate1', 'name': 'Iran News Update', 'id': 1383920448, 'id_str': '1383920448', 'indices': [3, 19]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 747820691924336640, 'id_str': '747820691924336640', 'name': 'Sara', 'screen_name': 'Sara_S_Mohamad', 'location': '', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 935, 'friends_count': 479, 'listed_count': 30, 'created_at': 'Tue Jun 28 15:55:21 +0000 2016', 'favourites_count': 386396, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 390249, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1092170437646258180/TjeMNNCj_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1092170437646258180/TjeMNNCj_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/747820691924336640/1534185884', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,"{'created_at': 'Sun Mar 13 20:30:00 +0000 2022', 'id': 1503106121992601600, 'id_str': '1503106121992601600', 'text': ""#IranProtests\n#Tehran, #Iran's capital—contract medical staff rally outside the Parliament [Majlis], protesting off… https://t.co/Y3GN466BhZ"", 'truncated': True, 'entities': {'hashtags': [{'text': 'IranProtests', 'indices': [0, 13]}, {'text': 'Tehran', 'indices': [14, 21]}, {'text': 'Iran', 'indices': [23, 28]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Y3GN466BhZ', 'expanded_url': 'https://twitter.com/i/web/status/1503106121992601600', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 1383920448, 'id_str': '1383920448', 'name': 'Iran News Update', 'screen_name': 'IranNewsUpdate1', 'location': 'Washington, DC', 'description': 'Iran News Update (INU) features original news, analysis, & commentary on events inside & outside of Iran as well as from the Iranian Diaspora.\n#IranProtests', 'url': 'https://t.co/JKVtJIGqiQ', 'entities': {'url': {'urls': [{'url': 'https://t.co/JKVtJIGqiQ', 'expanded_url': 'http://www.irannewsupdate.com', 'display_url': 'irannewsupdate.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 17970, 'friends_count': 178, 'listed_count': 295, 'created_at': 'Sat Apr 27 08:45:22 +0000 2013', 'favourites_count': 16186, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 35768, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'D7DBDA', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme18/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme18/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1466150789349621760/1OK8s-d2_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1466150789349621760/1OK8s-d2_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1383920448/1638392564', 'profile_link_color': '038543', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 1, 'favorite_count': 1, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",False,1,0,False,False,en,,,,,
2,Sun Mar 13 22:35:43 +0000 2022,1503137759002693634,1503137759002693634,Former President Barack #Obama has tested #positive for the #coronavirus. “I’ve had a scratchy throat for a couple… https://t.co/dbCLZGzfw1,True,"{'hashtags': [{'text': 'Obama', 'indices': [24, 30]}, {'text': 'positive', 'indices': [42, 51]}, {'text': 'coronavirus', 'indices': [60, 72]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/dbCLZGzfw1', 'expanded_url': 'https://twitter.com/i/web/status/1503137759002693634', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 1121016435730292737, 'id_str': '1121016435730292737', 'name': '香港商報', 'screen_name': 'hkcd_HK', 'location': 'Hong Kong', 'description': '香港商報官方帳戶。本報1952年創刊於香港，擁有報紙、網站、移動客戶端、Facebook、YouTube等，盡覽寰宇風雲、財經大事！', 'url': 'https://t.co/uUMu0Oq1zC', 'entities': {'url': {'urls': [{'url': 'https://t.co/uUMu0Oq1zC', 'expanded_url': 'http://www.hkcd.com', 'display_url': 'hkcd.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 296, 'friends_count': 93, 'listed_count': 2, 'created_at': 'Wed Apr 24 11:42:00 +0000 2019', 'favourites_count': 55, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 4861, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1415623132002541569/xHu71o7c_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1415623132002541569/xHu71o7c_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1121016435730292737/1626355131', 'profile_link_color': '1B95E0', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,,False,0,0,False,False,en,False,,,,
3,Sun Mar 13 22:34:54 +0000 2022,1503137553632923655,1503137553632923655,"RT @OldPrague: - China put all 17 million residents in #Schengen under lockdown today 
- Cases of #Coronavirus in #China have doubled to ne…",False,"{'hashtags': [{'text': 'Schengen', 'indices': [55, 64]}, {'text': 'Coronavirus', 'indices': [98, 110]}, {'text': 'China', 'indices': [114, 120]}], 'symbols': [], 'user_mentions': [{'screen_name': 'OldPrague', 'name': 'California🇺🇸🦅', 'id': 1326088264747544576, 'id_str': '1326088264747544576', 'indices': [3, 13]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,,,"{'id': 1180470578953805830, 'id_str': '1180470578953805830', 'name': 'lamiaASB', 'screen_name': 'soso75780361', 'location': '', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 376, 'friends_count': 2670, 'listed_count': 1, 'created_at': 'Sat Oct 05 13:11:48 +0000 2019', 'favourites_count': 35253, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 24424, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profile_image_url_https': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1180470578953805830/1570994707', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': True, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,"{'created_at': 'Sun Mar 13 20:01:56 +0000 2022', 'id': 1503099058927415300, 'id_str': '1503099058927415300', 'text': '- China put all 17 million residents in #Schengen under lockdown today \n- Cases of #Coronavirus in #China have doub… https://t.co/XgHzwcycBn', 'truncated': True, 'entities': {'hashtags': [{'text': 'Schengen', 'indices': [40, 49]}, {'text': 'Coronavirus', 'indices': [83, 95]}, {'text': 'China', 'indices': [99, 105]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/XgHzwcycBn', 'expanded_url': 'https://twitter.com/i/web/status/1503099058927415300', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 1326088264747544576, 'id_str': '1326088264747544576', 'name': 'California🇺🇸🦅', 'screen_name': 'OldPrague', 'location': 'Beverly Hills, CA', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 16747, 'friends_count': 14364, 'listed_count': 34, 'created_at': 'Tue Nov 10 09:04:33 +0000 2020', 'favourites_count': 39604, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 67329, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1350787796726910976/umgh0Z4f_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1350787796726910976/umgh0Z4f_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1326088264747544576/1610887884', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 3, 'favorite_count': 6, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",False,3,0,False,False,en,,,,,
